# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0  in experiment E-PROT-11
# Selected columns: 27 (all)
# Timestamp: Fri, 17-May-2019 13:39:19
Gene ID	Gene Name	adrenal gland	brown adipose tissue	cerebellum	cerebral cortex	colon	cortex of kidney	diaphragm	duodenum	embryonic tissue	eye	heart	ileum	liver	lung	medulla oblongata	midbrain	olfactory bulb	ovary	pancreas	renal medulla	saliva-secreting gland	skeletal muscle	spleen	stomach	thymus	uterus	white adipose tissue
ENSMUSG00000001663	Gstt1	232.0624610879	195.7369740636	92.7894389328	22.6789522772	314.6478481067	764.3970731236	116.2713133183	433.9548794315	30.5197008596	180.7070037776	20.6852626692	468.094644596	1885.209364853	1434.3217261329	79.2814047001	34.1055836561	37.728637304	252.6060253968	171.2377042254	483.7914185959	207.0092388277	10.1761794124	245.3490682485	176.9167127687	39.2808650598	156.4633634654	266.0579828333
ENSMUSG00000001665	Gstt3	26.5871046129	33.0951261858	10.9207704115	4.8377812569	296.2726861888	158.6909456645	7.7288876876	121.8610814103		13.2615110998	4.3697185459	298.1436582324	1004.0795387501	150.1982046003	29.3271184125	6.9415225895	14.7001576679	93.8753830167	130.1736683914	89.2648158964	125.6119698192	6.5826125917	33.2079829185	64.1947622994	30.2681935898	39.8576949134	44.2409653921
ENSMUSG00000001666	Ddt	861.7161046848	1130.7123883659	268.8782055074	477.3466737618	249.8113982644	3430.6107274143	1043.6521461996	208.1955076418	489.2976401179	338.6650926472	525.2262450928	630.8717666746	5918.6054990326	252.8889660329	677.357537135	712.6637096705	2229.5460051783	67.7183153925	1563.9994080339	603.6757083398	1210.07014074	211.2084832601	58.4003560297	146.4962439788	1304.0964264459	121.3224463994	159.7647101242
ENSMUSG00000001670	Tat													53.1230789457														
ENSMUSG00000001674	Ddx18	0.1550694509	0.4268632853		0.0592789439	0.2865112755	0.2345119613		6.3204423937	1.7022907472	0.1711827236		2.3111888665	0.8948039469							0.2514491344	2.3144133478					2.3610674142	
ENSMUSG00000001707	Eef1e1	89.2052156341	49.7007653557	31.9514905348	47.2226663148	86.8765548306	108.7785140073	15.5640939962	130.559903717	213.8010115527	36.452942631	9.1099365995	142.9874285491	15.0262741891	53.7281620205	37.5206911759	8.6482674884	32.7002289981	203.8683634176	108.2972458124	39.2231541588	144.82006859		167.576285463	226.6585559324	49.917467851	95.0951944145	57.171788764
ENSMUSG00000001729	Akt1	29.4804194298	19.1362733365	49.2796387693	11.8227332807	22.15865442	7.3596506122	0.3032302279	36.5793788975	71.4933285859	13.2704122963	0.9993248379	12.1444421174	10.2808260914	35.1964064292	36.9251623852	10.9537845321	33.4849443578	37.1502640695	8.4121320279	6.9779187293	12.9580069983		15.5358370309	6.7887903596	29.211017247	18.6695178285	19.2874011946
ENSMUSG00000001755	Coasy	28.210861224	391.3503820057	41.4322856172	47.9700082149	55.5958999883	137.7110405473	4.6613574472	13.3629424455	17.6089494532	21.3705010589	4.4837479281	36.5760005934	229.3144187102	38.4460577975	28.8254953593	69.3229400708	10.8037542897	21.4926330639	18.743803994	196.964756815	78.6405305112	0.7620253603	110.5136906964	6.0201645478	14.7238404611	5.551500868	75.9592343994
ENSMUSG00000001767	Crnkl1	0.2220198945				0.8186973309	0.3714374719		0.5703103043	4.2843651654	0.1703053199					0.1095238069			2.006532923		0.2809490663			1.1518444077	0.732972983	1.50253435		
ENSMUSG00000001773	Folh1			0.5658044101	0.8842168505		24.2680082055								0.2262753142	7.02426803	0.8056552495				1.7984695955			0.1542078043				0.8045203231
ENSMUSG00000001774	Chordc1	173.543328475	69.3288318555	241.5817139338	622.5393958025	182.276057104	118.8722258131	42.1831029853	100.9595290091	379.9979657119	25.2908422921	73.4638453876	171.2412112089	91.3290419196	164.646039001	195.1456318817	485.8902955345	232.7767978415	100.9532330037	190.2955486906	105.5000408779	120.6596383021	20.9857094923	325.3773256551	251.069678964	498.025253437	270.4265474629	58.4845972389
ENSMUSG00000001783	Rtcb	161.7367149642	66.2825150755	213.0865368371	31.9057503519	296.3988026055	180.8943310006	46.1470420162	275.7914516813	381.0790140272	63.2506303209	20.2066208182	229.825984993	159.6057463081	88.6474663951	158.1182429975	55.854638245	266.9490309054	329.2655239625	114.3989743073	82.8050585253	213.5470289959	8.5761356208	146.4643124912	44.9697735041	271.0521156829	104.7026324428	215.7393263929
ENSMUSG00000001785	Pwp1	5.8623308614	1.4140906935	2.0313682592	2.012253996	10.0965019744	3.1511567229		10.5915087398	98.1231520864	1.3552707383	0.7625634945	13.9866262222	5.7505253191	3.7441377621					3.6259995237	1.3632476409	8.2564095319		22.6291677421	2.8746015246	8.2493353318		
ENSMUSG00000001829	Clpb	45.8013263417	43.309101782	44.8358072059	12.1876014055	15.7040162116	58.6005315298	6.506540916	20.5912759368	5.3980345878	5.9420572652	11.6066809503	19.0974691623	35.0409615405	5.3541451545	17.6673541247	10.564555495	2.0287940774	6.2405234368	2.6714203062	31.5524255186	6.1895236892		1.6422046796	3.3092218013	3.5844378816	1.2285928521	1.9811164161
ENSMUSG00000001847	Rac1	92.2471548798	85.9937827637	402.8018113781	45.9794918078	503.2549493307	67.2601298746	85.9895484961	228.5407786675	1115.9263478001	47.1280203645	3.790869056	362.6816686471	92.1154505829	84.3605346083	543.892521921	140.5513109924	1177.3381461352	517.8845938737	35.8317582306	10.9599430521	349.3086063038	3.5120330576	1488.0197039815	25.5175901311	829.9438476025	64.9028983072	439.0766168606
ENSMUSG00000001855	Nup214	0.160806076	0.6931318015	2.6739692832		2.5170314452	1.7359515924			9.1801864306	0.1463483855		2.2345784203	0.521952341	0.7505020194	1.3901615185		0.9301925738				1.5485833769		2.8875554036	5.0504076054	8.8361315678	1.1346261364	0.0494581887
ENSMUSG00000001864	Aif1l	0.7048548266		1.2406084623			334.1421800094			88.302681601					2.1640633188		7.679809187			0.426757642	207.9549275012							2.0981128191
ENSMUSG00000001865	Cpa3							0.7167461895											3.4856533772							2.8123779018		5.1577047984
ENSMUSG00000001891	Ugp2	195.9758941455	371.266768405	125.2129507099	293.6370999449	651.1516712333	275.533306569	800.2301096368	310.7640417451	74.3514686055	117.4754474491	162.8790063669	201.5962936685	959.0664458621	126.9838688341	192.8395922529	141.7781696029	169.5886539254	392.7080294491	69.1304296849	100.7998303586	445.2377617693	286.6294663732	85.2697247447	242.2130245361	153.3598299361	185.224203998	189.5443759431
ENSMUSG00000001910	Nacc1																		0.8804131967							4.2752718229		
ENSMUSG00000001924	Uba1	639.2100554739	349.7745010201	776.2265112333	105.6123452528	590.0987138929	376.1436997967	214.6049297572	560.3371321809	1800.9695960291	424.4980583427	61.5259545147	808.1036899244	388.2863431106	439.2438023641	931.9490668689	483.2845781317	1427.99638013	676.5729944434	263.0413368584	168.6795280488	723.1205651318	44.9178960229	906.5272996395	149.3140468589	1076.3334273595	332.4314068768	434.519198839
ENSMUSG00000001946	Esam						2.2861701113								67.8203574206													
ENSMUSG00000001962	Fam50a	7.0950802133	3.7489961237	7.2480103905	13.6106050572	16.8037513655	12.6136639613	1.7050650475	11.0246768468	41.4458751482	5.4880962466	3.4825673931	17.0861103474	2.1752415748	15.3739776315	3.0363647565	18.0549073126		15.3567754459	23.296093139	11.6133824026	23.7034975418		31.1757728904	11.4177569409	35.2932442295	71.6035155061	8.2312411164
ENSMUSG00000001983	Taco1	34.1141679794	116.5146147534	32.0167039959	19.301541767	21.8471468706	127.0612013692	99.2666813509	20.4139750999	21.8561417292	14.1630751395	92.8027678769	92.8506830051	68.4645034722	6.9983828008	30.2875720311	22.1149407408	21.1316423392	19.2486542318	6.105362021	92.7484574365	45.9248584569	18.6588440066	6.24592972	12.639788382	11.1688750173	8.7744713949	20.0628424699
ENSMUSG00000001986	Gria3			2.2904209699														1.8901433568										
ENSMUSG00000001999	Blvra	155.3194732678	140.9807067936	372.368862866	97.5371004424	145.2482771512	331.7925418617	46.3104870603	140.8433522529	100.761289291	66.7996645025	19.0330524294	220.8345633015	130.8607490505	220.5702718504	138.9923782416	41.3266780087	70.5315950865	193.913376798	42.5459954131	190.9752070861	150.7120961053	19.3117898049	419.5091480508	59.4984241658	287.3945824264	183.4019522696	227.5682068998
ENSMUSG00000002010	Idh3g	756.9844977774	3427.5594532369	702.9390025715	407.8223191098	553.966360499	869.5051464741	2330.7580658639	207.2535969462	120.0855020712	449.4595563664	748.6393679141	405.3501002526	158.5845887901	154.895603067	1416.4313513443	589.9778486212	1139.0965276754	202.7794634196	102.3408583621	732.2551076589	574.461548909	95.103954248	92.4333678227	408.3060302556	191.8626226388	61.7633561728	17.9378612908
ENSMUSG00000002014	Ssr4	165.5426115548	172.0205164932	68.8374662926	58.953778353	652.2741073422	160.0465061343	39.0824076826	1299.7259469504	76.0432143902	48.5267798055	17.5344171151	617.7553730192	220.3704873462	229.2241541991	88.7040728119	33.4916114931	66.5086033352	277.8243861262	1231.2203235546	97.8218486243	662.6415525402	8.1394119565	257.9276767124	160.8311399572	36.5811897601	258.2503931427	8.0639090517
ENSMUSG00000002015	Bcap31	231.0762616064	113.483125908	45.5686822925	5.4401460144	59.8939474706	62.9299831226	10.9565305975	219.3987042687	26.6336166525	37.7448877147	10.1543740718	469.6739654647	134.4230629205	132.4281092021	68.5000750956	17.3122778528	12.9961853792	75.791194688	4.0947243923	19.5117512506	104.9119366435		30.0096833799	11.2008893894	23.3492440989	18.6119961474	213.7156967489
ENSMUSG00000002017	Fam98a	2.4738327838	14.1878620609	4.5841957749	0.7038487573	3.2976920647	8.4871988594	2.1703280274	30.3738496086	20.9438886772	0.650575732	0.619713218	17.9881970131	12.2227859919	3.5749128709	4.3597224466		3.8715496401	14.4804925595	12.1108020738	4.0855819583	29.9803105275	1.1018319578		7.6705216972	0.3329501295	4.3927244075	4.8886810928
ENSMUSG00000002033	Cd3g		1.8328150902				6.468665046						1.0704047949	3.9813992629	15.6792344404		21.6670830622		12.5786723906	4.6125018635	7.1693604122					36.7757078494	7.7790389447	10.9231787016
ENSMUSG00000002052	Supt6	1.3709422905	5.5253826852	0.8241428781	0.2159925881	4.0763348216	16.6407212954		2.4668087054	28.3386384691	4.936730707	0.6875037497	2.8205599989	10.5701540548	13.3583935954	1.0891995733	3.9363161374	1.6724908871	19.3190572489	5.3324591091	2.6497693364	72.7128747115	0.3471491408	14.8970902708	0.2962037014	7.4689051797	3.6942970342	5.5308008857
ENSMUSG00000002102	Psmc3	169.1818265428	145.956302616	142.2585072796	292.2358338822	300.0183437657	194.741902569	95.7787958465	169.2114861449	384.9100975306	119.3497851	139.3820427706	401.5757910579	175.897316824	190.326138505	156.2876754572	158.167046351	111.8484494155	154.2436234228	56.30667788	179.6547715083	74.0177606238	32.0504267365	220.8173574403	85.2274724537	266.9112381762	98.467457854	101.4127541561
ENSMUSG00000002129	Sf3a1	58.351061997	21.8901502958	78.4393720885	116.5404240473	67.8771166498	72.011543111	3.6703726895	36.5738382463	226.9822146956	23.3605542636	14.1749656205	73.2376592677	21.3662538823	74.6308442827	40.3164670557	94.5495416768	55.2369360017	229.7485125078	16.8260808188	40.5554091453	94.6331766243	1.3853307079	175.6485104227	71.7384091025	131.6150653494	107.7016636006	22.2497229086
ENSMUSG00000002147	Stat6	1.0304951174	0.8526062378	0.4574258486		5.5576982526	1.7392883566	0.9304307491	12.3412463733	1.5017468018			26.251525016	8.2044724716	21.0167831082				0.2556005004		3.3685153039			28.4011738474		14.6404334622	0.1524192819	
ENSMUSG00000002204	Napsa	0.8248516903				1.3322938264	682.5629303006				0.9196207525		0.6609323995	4.24537435	22.4437845982			1.2656849007	1.4275385103	0.2586369841	552.9231374288		1.0385419373	31.7145299862	2.0746503998	6.0282924215	0.6920604697	1.1039834999
ENSMUSG00000002205	Vrk3			1.2462602956		0.6307334234	4.4722372956			2.0122671273			8.817696396	0.6476720901	1.1042887335													
ENSMUSG00000002221	Paxip1									0.5444311042																		
ENSMUSG00000002227	Mov10						0.1123307776		0.6733553344	6.9306576467			11.5750835601	1.0489752572					0.4180625027					0.2297114153				1.3610354805
ENSMUSG00000002233	Rhoc	83.2407922911	52.9398452851	51.7080638444	3.5331666226	74.398596559	165.2323938803	22.8950009357	53.8783999204	328.6007563348	34.0330887981	8.9744067278	526.3153715358	86.7573079744	14.5527479059	39.6947873001	50.3006601724	118.5755278794	241.0223823147	30.2127696336	50.9690156987	166.4776119061	2.6261980024	84.730967649	45.086321372	126.0919305113	46.6101255349	68.50411477
ENSMUSG00000002280	Narfl		1.8169986267			1.0719643189	9.7391806061						5.4483893156	4.5723795046	0.7272965746				3.9864065702	1.5738877898	1.0943709693	2.8841096137	0.6353327037		1.8316702247			
ENSMUSG00000002319	Ipo4	1.1679796592	1.6599872751	7.0160367932		2.7981449381	3.2914398525	1.1584286514	6.9038729599	52.3796357408	1.0472384775		4.771958157	2.5033030993	5.4153446992	3.7707313971	4.1078591998	2.3894715257	17.6946249674	0.7630664376	0.1894078483	3.2333113352		9.2323790108	1.354659964	1.8659000352	1.9242100058	6.5507782474
ENSMUSG00000002326	Gmpr2	3.2080652429	9.9833188362	1.6189707528	11.8024328878	7.9201109708	20.3765069183		4.9635369269	8.3307100439	0.2573717371	1.4375892815	4.2973588519	2.941579211	7.4091458465	8.4595993968	14.9182749889	25.3521384632	43.3278941443	4.3379111043	9.6631402292	39.3496585901		30.3776818707	8.5802835345	18.0029438874	10.6933244197	34.7180023618
ENSMUSG00000002329	Mdp1	75.2845237982	51.5270726303		211.0162970911	144.7059765593	62.4030524374	57.1787890709	59.3436982156	39.8129232193	19.5978913674	280.0822703181	162.1266560259	20.3943936239	101.241532505	64.7913928061		75.4625767389	8.0869598989	2.466852786	72.9829433314	6.0367674203	3.8874937841	130.5938068577	60.5212915289	104.4326359941	104.0922878879	
ENSMUSG00000002332	Dhrs1	70.5327091134	102.889390432	32.0881282628	17.3033004316	25.1072562432	48.2350124707	6.0885659197	36.5782707672	22.7323598374	19.8712852581	4.1255344144	590.6927730485	302.0102702883	47.0777127087	70.2545671018	8.7508676111	63.0661949075	97.1045347349	47.8717065452	7.9147887974	55.6335659274		57.8570331958	6.9495969114	25.4105463965	15.8123149377	51.6858818469
ENSMUSG00000002343	Armc6	1.2782395392	53.8649436474	15.7366292434	6.0268812658	2.4704944874	2.0718525252		2.0582410895	26.2372322702			3.1147419709			7.3805154922	5.6945782407	5.6539271882		0.974797195					3.1169915839	3.2602410661	1.995168049	
ENSMUSG00000002365	Snx9	20.9727126352	25.5065187826	11.6809730437	2.8082809094	73.5157816419	131.4754623862	5.5404696262	54.2075145988	24.0732390636	16.7367925109	6.9313483027	161.5698784993	37.515214469	52.4360069849	11.6749793946	7.6673234578	10.0939315276	75.9226136533	12.7894928443	77.6663607206	60.5591762312	2.2231239077	47.8808954486	26.3948956003	18.5190062728	41.9644813695	79.6935963306
ENSMUSG00000002372	Ranbp3	66.0170266989	16.6328237167	47.7610967466	108.6933340959	22.596278386	25.5853349184	8.1181407878	16.8336063263	58.10539866	10.2071291206	2.8571335092	37.052473669	7.8136156286	5.146392705	18.3080527639	27.7058331432	7.4614235809	59.0962925636	8.2203337566	15.4931552223	21.7809062505		89.2921400103	20.0482003173	156.9613618316	84.0914285557	6.1273464983
ENSMUSG00000002413	Braf	2.8002509221	1.0006384512	30.2034592371	1.267013995	0.7876096341	3.1390609525	3.0362693922	2.4925173267	14.3043554452			3.9311705556	1.6664234323	4.3299048327	17.5152030564	19.9359095627	31.3137217915	5.8969567133	0.1078923672	1.1177507382	5.2716500151		2.3513551212			1.3161926641	
ENSMUSG00000002428	Hltf			0.0264120728		0.0745007509			0.2954829259	0.1348237941			0.1640860846	0.0598550892				0.0489757823		0.0577341346				0.5677038753				
ENSMUSG00000002455	Prpf6	0.5789963266	0.8456041576	0.3755053198		4.4637644538	3.2795526299	0.6129189154	1.1823749556	19.9273239456			6.290247643	1.9405514073	0.6445808704	0.2994642081	1.2010185796		7.095685418	0.548896027	0.904384691	1.9081173008		0.3987213425	0.5910993127	0.5789270951	1.960435492	0.075003537
ENSMUSG00000002475	Abhd3			6.6253771072									9.9925505134	4.9918170207														
ENSMUSG00000002477	Snrpd1	87.5161753954	61.1133323297	196.0968775198	102.1253485504	145.9923640099	133.2689731616	17.7377543983	187.7283422908	1005.9249402772	8.0532939014	42.3905188017	546.8733109794	113.0257048149	135.3873220532	34.2042733593	208.5225351604	58.2737314225		66.7089440678	158.2509942686	146.5881221981	15.4247464837	401.7347296297	17.0479533065	108.4438347746	180.5609959605	
ENSMUSG00000002565	Scin	7.6265167226	1.2716601442	1.8822778655	1.2036875479	795.416240334	77.1140117512		10.7668149422	2.9286926465	13.3289058729	2.3813071985	345.4429798428	1.2779140778	2.311801687	2.0728205694	1.6314505231	2.1357645665	7.242593047	0.8943924528	157.6165871322		2.9699011029	12.556692921	1.8910260376	67.7453454581	14.2166371591	3.9891011922
ENSMUSG00000002580	Mien1	37.1602742652	32.7260753698	99.0778798244	179.6207513056	40.1706010577	74.2499557842	20.4290436683	18.261986193	16.8941299619	30.4573510272	15.7030361289	45.4871178339	38.8345030324	63.1703774873	58.3748969731	84.6369583903		104.8582536862	31.590914181	61.1195298809	69.5953998356	1.8773036321	26.2045972478	38.2001619076	54.6713720633	92.3596213378	37.9149970934
ENSMUSG00000002588	Pon1	30.6096872867	24.9504712362	6.7197813556	2.4588626411	0.4001926136	8.7763850929	12.4973571783	4.2384873173		4.2896137256	8.7696401605	2.582136084	695.7369181064	699.9864629943	12.8769728341	3.1882038139	1.3950568925	8.4708910189	2.1871231827	7.1497684271	15.1838840596	0.4788869805	10.3569203047	0.7827394144	13.4338318599	39.2135399048	11.244238598
ENSMUSG00000002602	Axl																							1.5261892745				
ENSMUSG00000002658	Gtf2f1	0.4886410079	1.2159730121	0.4855297449	3.4489110093	6.0757844925	2.5793882683	0.2840135339	3.2860493845	14.3864771856	1.8762450501	0.1544195876	2.8671365805	0.5606976394	1.9589781618		1.0005954827	1.3875676327	10.5191494634	0.1302852696	2.2926354367	8.3797724663		13.4250963075	3.6317200786	29.0182675039	8.554483897	0.6329029251
ENSMUSG00000002660	Clpp	375.1030563044	607.8052757599	67.8002617209	282.0317425534	240.8192977513	400.7870939784	60.6254166029	300.3032923724	88.9418277103	38.1696019449	284.7023159926	68.6629823785	83.4884301728	35.5194451881	189.1903439745	113.9404220161		264.7481990813	292.6286209253	133.9923849151	69.7200988307	8.6932559434	29.235790772	125.1143819842	99.0126546882	150.2194069406	191.1700817747
ENSMUSG00000002688	Prkd1					1.1278338916	0.5782820964			2.8226740486			0.5273057931	0.9505567999	2.9847003128	0.2747634331										1.3416737846		0.7996568099
ENSMUSG00000002699	Lcp2				0.7693309984	0.4364006368	0.1825071004		0.0434508945				0.7576189584	1.2672330049	2.7012263927				2.3481752974			0.1801677801		27.8519155541		72.0394796412	0.2525860444	
